michigan-state,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
florida-state,1.0804970286331714,78.0,71.424,80.0,74.03999999999999
syracuse,1.0552926987661193,95.0,88.34400000000001,91.0,86.232
virginia,1.1411182959300117,70.0,60.552,72.0,63.09599999999999
pittsburgh,1.135057471264368,64.0,65.75999999999999,79.0,69.6
georgia-tech,1.0106578463800073,53.0,67.056,66.0,65.304
notre-dame,1.4035443722943723,61.0,62.664,83.0,59.135999999999996
st-johns-ny,1.2164474387766016,61.0,75.552,91.0,74.80799999999999
boston-college,1.2174336498660823,55.0,67.416,80.0,65.712
virginia,1.3199061400078218,71.0,62.712,81.0,61.367999999999995
louisville,0.9940636200716845,69.0,71.208,71.0,71.424
north-carolina-state,1.2667097887020267,78.0,76.056,94.0,74.208
north-carolina,0.8331019161344071,88.0,83.184,72.0,86.424
syracuse,1.1388483965014577,65.0,64.34400000000001,75.0,65.856
virginia-tech,1.1714174150722374,77.0,60.263999999999996,72.0,61.464000000000006
miami-fl,1.1823222439660794,57.0,70.752,87.0,73.584
wake-forest,0.968674961798734,70.0,73.632,71.0,73.29599999999999
north-carolina,0.9339310492048244,79.0,75.04799999999999,70.0,74.952
syracuse,1.1620185922974768,72.0,67.632,84.0,72.288
north-carolina,1.0392090776317269,73.0,70.2,74.0,71.208
florida-state,1.0713866384877304,63.0,67.776,73.0,68.136

kentucky,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
duke,1.053582179409994,118.0,80.424,84.0,79.728
southern-illinois,1.0904287996068314,59.0,65.952,71.0,65.112
north-dakota,1.3468013468013469,58.0,69.648,96.0,71.28
virginia-military-institute,1.3569321533923304,82.0,68.52,92.0,67.8
winthrop,1.1559311224489797,74.0,75.648,87.0,75.264
tennessee-state,1.1221872449574446,62.0,67.224,77.0,68.61599999999999
monmouth,1.3034410844629822,44.0,65.856,90.0,69.048
north-carolina-greensboro,1.1069482288828338,61.0,68.88,78.0,70.464
seton-hall,1.0511651469098278,84.0,77.136,83.0,78.96
utah,1.4390371533228676,61.0,58.367999999999995,88.0,61.152
north-carolina,1.0107135637760258,72.0,80.25599999999999,80.0,79.152
louisville,1.2079760446440724,58.0,62.42400000000001,71.0,58.775999999999996
alabama,1.0006404098623118,77.0,73.032,75.0,74.952
texas-am,1.2310276908817055,74.0,73.128,85.0,69.048
vanderbilt,1.0482180293501049,47.0,54.432,56.0,53.424
georgia,1.1019547719432734,49.0,63.93599999999999,69.0,62.61599999999999
auburn,1.2437810945273633,80.0,66.72,82.0,65.928
mississippi-state,1.1080009330534173,55.0,67.728,76.0,68.592
kansas,1.04276818235225,63.0,64.53599999999999,71.0,68.088
vanderbilt,1.3958413554100886,52.0,64.848,87.0,62.327999999999996
florida,1.0645964360587004,54.0,63.12,65.0,61.056
south-carolina,1.1337868480725624,48.0,67.824,76.0,67.032
mississippi-state,1.1542463259201456,67.0,61.007999999999996,71.0,61.512
louisiana-state,1.08882345724451,73.0,61.872,71.0,65.208
tennessee,1.3237286048516195,69.0,64.848,86.0,64.96799999999999
missouri,1.176218990590248,58.0,58.872,66.0,56.112
auburn,1.3290802764486975,53.0,64.53599999999999,80.0,60.192
arkansas,1.1537447257383966,66.0,63.48,70.0,60.672
tennessee,0.8111818295270186,71.0,64.944,52.0,64.104
mississippi,1.234567901234568,76.0,67.632,80.0,64.8
florida,1.1233660130718954,57.0,56.856,66.0,58.752
alabama,1.132836747361887,55.0,64.34400000000001,73.0,64.44
tennessee,1.2122342409548674,82.0,62.28,78.0,64.34400000000001

idaho-state,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
gonzaga,1.0393642774444796,120.0,79.272,79.0,76.008
boise-state,1.0131712259371832,70.0,68.088,72.0,71.06400000000001
pacific,1.2008595626343068,83.0,65.80799999999999,76.0,63.288
pepperdine,1.1320963110227524,97.0,71.832,82.0,72.432
santa-clara,1.0486059708857636,66.0,64.44,68.0,64.848
utah-valley,1.1611774641090602,88.0,67.032,77.0,66.312
california-santa-barbara,1.040466128825714,84.0,62.97599999999999,65.0,62.472
idaho,1.1252813203300824,55.0,66.62400000000001,72.0,63.984
eastern-washington,0.883448984836803,65.0,61.704,55.0,62.25599999999999
southern-utah,1.232907419861018,68.0,73.60799999999999,88.0,71.37599999999999
northern-arizona,1.0783945986496624,81.0,65.75999999999999,69.0,63.984
sacramento-state,1.04675505931612,70.0,63.024,72.0,68.784
weber-state,0.8698985609813635,76.0,66.408,59.0,67.824
northern-colorado,0.9009927920576636,77.0,60.599999999999994,53.0,58.824
montana,1.0052447552447552,80.0,68.73599999999999,69.0,68.64
montana-state,1.2068965517241381,104.0,71.16,84.0,69.6
sacramento-state,0.874653154783448,74.0,64.8,58.0,66.312
portland-state,1.2344353799914125,67.0,56.44799999999999,69.0,55.896
northern-arizona,1.3020833333333333,79.0,59.952,81.0,62.208
southern-utah,1.067995728017088,78.0,67.416,72.0,67.416
montana-state,1.138269829858615,84.0,71.06400000000001,76.0,66.768
montana,0.9906759906759907,80.0,69.93599999999999,68.0,68.64
portland-state,1.223941882501579,99.0,76.824,93.0,75.98400000000001
northern-colorado,0.9607041031362342,71.0,63.57599999999999,62.0,64.53599999999999
weber-state,1.1720158672917418,74.0,64.08,78.0,66.552
eastern-washington,0.9414480077745385,91.0,67.776,62.0,65.856
idaho,1.105216622458002,68.0,63.52799999999999,70.0,63.33599999999999
southern-utah,1.104484205875856,94.0,73.65599999999999,80.0,72.432

gonzaga,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
idaho-state,1.5137753557372085,79.0,76.008,120.0,79.272
texas-southern,1.3231552162849873,67.0,82.128,104.0,78.6
texas-am,1.220906068162926,71.0,70.104,94.0,76.992
illinois,1.1128775834658187,78.0,76.824,84.0,75.48
arizona,1.2314604308758257,74.0,75.11999999999999,91.0,73.89599999999999
duke,1.2871688071271548,87.0,74.25599999999999,89.0,69.144
north-dakota-state,1.495952129531855,60.0,73.992,102.0,68.184
creighton,1.396572296344506,92.0,72.72,103.0,73.752
washington,1.2403528114663727,79.0,67.32,81.0,65.304
tennessee,1.1016539901002051,76.0,65.03999999999999,73.0,66.26400000000001
north-carolina,1.1170688114387846,103.0,82.44,90.0,80.568
texas-arlington,1.1904761904761907,55.0,76.056,89.0,74.75999999999999
denver,1.429461050724638,40.0,68.88,101.0,70.65599999999999
north-alabama,1.3262599469496021,51.0,72.48,96.0,72.384
cal-state-bakersfield,1.2647794452023648,54.0,70.8,89.0,70.368
santa-clara,1.2354730096665583,48.0,72.432,91.0,73.65599999999999
pacific,1.0111070868042977,36.0,61.608,67.0,66.26400000000001
san-francisco,1.4089468122578375,83.0,69.0,96.0,68.136
loyola-marymount,1.1240453313624046,55.0,63.57599999999999,73.0,64.944
portland,1.4020163831127914,66.0,64.752,89.0,63.48
santa-clara,1.478932753833152,39.0,67.32,98.0,66.26400000000001
brigham-young,1.390882986360373,63.0,69.792,93.0,66.864
san-diego,1.2079354251932697,69.0,66.81599999999999,85.0,70.368
san-francisco,1.2807662323198576,62.0,70.752,92.0,71.832
saint-marys-ca,1.4506172839506173,46.0,66.26400000000001,94.0,64.8
loyola-marymount,1.1618283677107206,60.0,62.97599999999999,73.0,62.832
san-diego,1.2534907336887535,67.0,64.44,79.0,63.024
pepperdine,1.37592725532424,64.0,68.928,92.0,66.864
brigham-young,1.3652425313202698,68.0,74.088,102.0,74.712
pacific,1.3461056849486601,66.0,66.96,86.0,63.888
saint-marys-ca,1.1283359497645211,55.0,60.792,69.0,61.152
pepperdine,1.3449537335915644,74.0,75.144,100.0,74.352
saint-marys-ca,0.806562328390994,60.0,58.775999999999996,47.0,58.272

towson,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
virginia,0.7699076110866696,73.0,54.288,42.0,54.552
pepperdine,0.8868151058720805,74.0,74.856,65.0,73.29599999999999
florida-atlantic,1.1265549631886265,85.0,59.087999999999994,71.0,63.024
north-dakota-state,0.8009800226159065,76.0,65.088,51.0,63.672
loyola-md,1.2689597515824673,69.0,69.6,85.0,66.98400000000001
vermont,1.034393586759762,70.0,57.12,64.0,61.872
george-washington,1.0147133434804667,68.0,61.77599999999999,64.0,63.072
morgan-state,1.0312051649928262,74.0,72.48,69.0,66.912
maryland-baltimore-county,1.064282673478076,76.0,78.192,80.0,75.16799999999999
tulane,1.1178488300869778,55.0,61.512,73.0,65.304
la-salle,0.8402530644523527,57.0,63.792,51.0,60.696
elon,1.2802607076350092,60.0,62.208,77.0,60.144000000000005
william-mary,0.9512225548902196,71.0,59.687999999999995,61.0,64.128
college-of-charleston,0.9199785895891878,67.0,58.632,55.0,59.784
north-carolina-wilmington,0.9533633408352088,67.0,63.12,61.0,63.984
cornell,1.0247036667774456,86.0,67.224,74.0,72.216
james-madison,1.0889961131215655,74.0,56.928,65.0,59.687999999999995
drexel,1.0043827611395177,72.0,63.839999999999996,66.0,65.712
delaware,1.1629597325192615,63.0,57.12,64.0,55.032000000000004
northeastern,1.2023855328972683,72.0,65.352,75.0,62.37599999999999
hofstra,0.9982979837653836,84.0,62.42400000000001,61.0,61.104
north-carolina-wilmington,1.2823074873434588,76.0,65.112,77.0,60.047999999999995
college-of-charleston,1.0290462876669775,54.0,53.064,53.0,51.504
james-madison,1.1946133796698524,59.0,60.744,66.0,55.248
delaware,0.9236132792174003,78.0,79.464,71.0,76.872
drexel,1.2490496361464105,77.0,71.832,92.0,73.65599999999999
hofstra,1.0516056222427415,91.0,76.67999999999999,82.0,77.97599999999998
northeastern,0.9330759330759332,73.0,60.552,58.0,62.16
william-mary,1.0001230920728705,67.0,63.432,65.0,64.992
elon,1.055662188099808,86.0,61.343999999999994,66.0,62.519999999999996
james-madison,1.1600559369438088,74.0,61.32,73.0,62.928

virginia,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
towson,1.3446802239905689,42.0,54.552,73.0,54.288
george-washington,1.1785138320307653,57.0,63.288,76.0,64.488
coppin-state,1.575698505523067,40.0,59.519999999999996,97.0,61.559999999999995
middle-tennessee,1.1091127098321343,52.0,63.072,74.0,66.72
dayton,1.2178919397697077,59.0,50.687999999999995,66.0,54.192
wisconsin,0.9405167518455423,46.0,54.16799999999999,53.0,56.352000000000004
maryland,1.338971106412967,71.0,60.096,76.0,56.76
morgan-state,1.2020623334491947,45.0,66.81599999999999,83.0,69.048
virginia-commonwealth,1.0021097046413503,49.0,58.77599999999999,57.0,56.879999999999995
south-carolina,1.1749080506742953,52.0,59.687999999999995,69.0,58.727999999999994
william-mary,1.2717253073336159,40.0,55.296,72.0,56.616
marshall,1.364330932110893,64.0,72.88799999999999,100.0,73.29599999999999
florida-state,1.0489284792150788,52.0,61.272,65.0,61.967999999999996
boston-college,1.337329208558907,56.0,62.664,83.0,62.064
clemson,1.0466507177033493,43.0,58.632,63.0,60.192
virginia-tech,1.4841688654353562,59.0,53.832,81.0,54.576
duke,1.1560311798123926,72.0,63.09599999999999,70.0,60.552
wake-forest,1.1429339787548745,45.0,55.992,68.0,59.495999999999995
notre-dame,1.3705040780853055,55.0,61.248,82.0,59.832
north-carolina-state,1.0412722453616055,65.0,69.09599999999999,66.0,63.384
miami-fl,0.9602194787379973,46.0,56.76,56.0,58.32
duke,1.1321597142492665,81.0,61.367999999999995,71.0,62.712
north-carolina,1.2275832621690863,61.0,57.912,69.0,56.208
notre-dame,1.0068465565847764,54.0,58.367999999999995,60.0,59.592
virginia-tech,1.063264221158958,58.0,58.727999999999994,64.0,60.192
louisville,1.1347517730496455,52.0,56.44799999999999,64.0,56.4
georgia-tech,1.3814981580024561,51.0,58.872,81.0,58.632
pittsburgh,1.2780112044817928,49.0,57.767999999999994,73.0,57.12
syracuse,1.3440860215053765,53.0,57.816,79.0,58.775999999999996
louisville,1.2074897446076487,68.0,61.512,73.0,60.45599999999999
north-carolina-state,1.3096222773642128,56.0,60.36,76.0,58.032000000000004
florida-state,1.0213266860545631,69.0,53.879999999999995,59.0,57.767999999999994

brigham-young,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
nevada,0.9345295311331838,86.0,79.224,70.0,74.904
utah-valley,1.029654036243822,65.0,75.0,75.0,72.84
northwestern-state,1.0968432316746926,57.0,74.03999999999999,82.0,74.75999999999999
oral-roberts,1.101949802945447,65.0,78.288,85.0,77.136
alabama-am,1.2998514455490802,60.0,69.792,91.0,70.008
rice,1.393312101910828,78.0,76.368,105.0,75.36
houston,1.047580427142471,76.0,59.376,62.0,59.184
illinois-state,1.0176545920234177,92.0,85.008,89.0,87.45599999999999
weber-state,1.213706636500754,113.0,81.648,103.0,84.864
utah-state,1.2691033450892382,80.0,72.384,95.0,74.856
utah,1.156539134783696,59.0,63.432,74.0,63.984
portland-state,1.082747375929889,66.0,77.544,85.0,78.504
nevada-las-vegas,1.179245283018868,92.0,76.992,90.0,76.32
san-diego-state,1.1076468657696095,90.0,69.312,81.0,73.128
mississippi-state,0.9952816278383958,103.0,86.832,81.0,81.384
pacific,1.248335552596538,87.0,73.96799999999999,90.0,72.09599999999999
saint-marys-ca,0.9489302967563836,88.0,67.32,66.0,69.552
portland,1.184052757793765,56.0,65.856,79.0,66.72
santa-clara,1.2990387113535982,74.0,63.288,80.0,61.584
pepperdine,1.205921490352628,76.0,75.024,87.0,72.144
san-francisco,1.0003810975609757,82.0,62.76,63.0,62.97599999999999
saint-marys-ca,1.233152702514937,66.0,59.73599999999999,71.0,57.57599999999999
gonzaga,0.9026822558459422,93.0,66.864,63.0,69.792
loyola-marymount,1.1399210562134205,49.0,59.184,67.0,58.775999999999996
portland,1.2466955058880078,48.0,69.504,83.0,66.576
pacific,1.143141153081511,59.0,60.552,69.0,60.36
san-diego,1.1850894203835383,82.0,72.84,88.0,74.25599999999999
loyola-marymount,1.1578668783908959,62.0,60.144,70.0,60.455999999999996
san-francisco,1.0820531577663988,77.0,67.728,71.0,65.61599999999999
gonzaga,0.9178274484396934,102.0,74.712,68.0,74.088
san-diego,1.2246621621621623,73.0,71.97599999999998,87.0,71.03999999999999
san-diego,0.7835697789508413,80.0,74.25599999999999,57.0,72.744

nevada,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
brigham-young,1.0855296374835908,70.0,74.904,86.0,79.224
pacific,1.2938022197281456,61.0,66.864,83.0,64.152
arkansas-little-rock,1.1943986820428336,59.0,73.992,87.0,72.84
california-baptist,1.232741617357002,55.0,74.952,90.0,73.008
tulsa,1.3708019191226868,86.0,68.952,96.0,70.032
massachusetts,1.583736466252016,87.0,68.03999999999999,110.0,69.45599999999999
loyola-il,1.3036303630363038,65.0,64.128,79.0,60.599999999999994
southern-california,1.0683760683760686,61.0,67.008,73.0,68.32799999999999
arizona-state,1.0080645161290323,66.0,72.072,72.0,71.424
grand-canyon,1.0739579705096947,66.0,67.008,74.0,68.904
south-dakota-state,1.0574550581600284,68.0,69.744,72.0,68.088
akron,1.0667670682730923,62.0,63.16799999999999,68.0,63.744
utah,1.3588673998230314,71.0,66.672,86.0,63.288
utah-state,0.9803921568627452,47.0,73.032,72.0,73.44
new-mexico,0.7763143805546632,85.0,69.696,58.0,74.712
san-jose-state,1.2555955890381045,53.0,70.89599999999999,92.0,73.272
fresno-state,1.2039567877131327,64.0,61.512,74.0,61.464000000000006
boise-state,1.0552233556102708,71.0,70.008,72.0,68.232
air-force,0.9570334818877844,52.0,70.34400000000001,67.0,70.008
colorado-state,1.326963906581741,60.0,70.70400000000001,100.0,75.36
nevada-las-vegas,1.2213611859838276,70.0,74.39999999999999,87.0,71.232
boise-state,1.4004336826888326,73.0,69.144,93.0,66.408
colorado-state,1.3498622589531681,82.0,65.856,98.0,72.6
new-mexico,1.1099726775956282,62.0,82.67999999999999,91.0,81.98400000000001
wyoming,1.218932096563206,49.0,65.80799999999999,82.0,67.272
san-diego-state,0.8078231292517006,65.0,73.992,57.0,70.56
fresno-state,1.12161998302413,68.0,67.92,74.0,65.976
nevada-las-vegas,1.361855796303097,73.0,70.24799999999999,89.0,65.352
utah-state,0.97555966317519,81.0,71.592,76.0,77.904
air-force,1.3479511143062546,79.0,67.32,90.0,66.768
san-diego-state,1.1306532663316582,53.0,68.232,81.0,71.64
boise-state,1.215738284703802,69.0,62.568,77.0,63.33599999999999
san-diego-state,0.881501070394157,65.0,64.392,56.0,63.52799999999999

north-carolina,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
wofford,1.1423550087873462,67.0,65.496,78.0,68.28
elon,1.345208275350218,67.0,80.928,116.0,86.232
stanford,1.1298583910816513,72.0,75.96,90.0,79.65599999999999
tennessee-tech,1.3497300539892023,58.0,79.848,108.0,80.01599999999999
saint-francis-pa,1.2402986540917575,76.0,84.312,101.0,81.432
texas,1.1173044089585218,92.0,73.70400000000001,89.0,79.65599999999999
ucla,1.2667097887020267,78.0,70.416,94.0,74.208
michigan,0.9669784089597044,84.0,67.128,67.0,69.288
north-carolina-wilmington,1.1708188489764388,69.0,82.53599999999999,97.0,82.848
gonzaga,1.2493934983017954,90.0,80.568,103.0,82.44
kentucky,0.897129186602871,80.0,79.152,72.0,80.25599999999999
davidson,1.097547917335903,60.0,74.136,82.0,74.712
harvard,1.0356143748655047,57.0,73.128,77.0,74.352
pittsburgh,1.14877284030706,60.0,77.952,85.0,73.992
north-carolina-state,1.0732684602175158,82.0,82.632,90.0,83.856
louisville,0.8748165707190427,83.0,70.416,62.0,70.872
notre-dame,1.0486577181208054,69.0,69.744,75.0,71.52
miami-fl,1.2532436895494221,76.0,65.80799999999999,85.0,67.824
virginia-tech,1.39204238296032,82.0,70.65599999999999,103.0,73.992
georgia-tech,1.0522575707882367,54.0,72.16799999999999,77.0,73.17599999999999
louisville,1.1425430984611824,69.0,67.464,79.0,69.144
north-carolina-state,1.3140757279746953,96.0,82.944,113.0,85.992
miami-fl,1.1306403535820744,85.0,74.232,88.0,77.832
virginia,1.0533222820831607,69.0,56.208,61.0,57.912
wake-forest,1.333221062086,57.0,76.008,95.0,71.25599999999999
duke,1.0578957491825352,72.0,86.424,88.0,83.184
florida-state,1.0712298274902616,59.0,67.776,77.0,71.88
syracuse,1.334826042025491,85.0,70.96799999999999,93.0,69.672
clemson,1.0762117346938775,79.0,70.512,81.0,75.264
boston-college,1.0946679968961315,66.0,72.72,79.0,72.16799999999999
duke,1.052659631169385,70.0,74.952,79.0,75.04799999999999
louisville,1.1232001732164125,70.0,72.768,83.0,73.89599999999999
duke,1.03988603988604,74.0,71.208,73.0,70.2

wofford,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
north-carolina,1.0229632343959938,78.0,68.28,67.0,65.496
high-point,1.2046485260770976,60.0,56.80799999999999,68.0,56.44799999999999
oklahoma,0.9778755653343113,75.0,69.36,64.0,65.448
coppin-state,1.328930412371134,65.0,72.93599999999999,99.0,74.496
south-carolina,1.085907335907336,61.0,73.89599999999999,81.0,74.592
east-tennessee-state,1.1939306008946924,62.0,63.792,79.0,66.16799999999999
kansas,0.7019115890083633,72.0,66.0,47.0,66.96
coastal-carolina,1.2720277984611565,71.0,63.839999999999996,82.0,64.464
north-carolina-asheville,1.4503720519611552,49.0,61.967999999999996,92.0,63.432
mississippi-state,1.2474191328286304,98.0,67.29599999999999,87.0,69.744
western-carolina,1.1657214870825456,54.0,63.33599999999999,74.0,63.48
citadel,1.5728569823615324,81.0,73.944,112.0,71.208
mercer,1.2190547636909228,74.0,66.672,78.0,63.984
north-carolina-greensboro,1.2279983626688498,43.0,57.312,72.0,58.632
virginia-military-institute,1.2030798845043311,76.0,70.70400000000001,90.0,74.80799999999999
furman,0.9743691372704453,54.0,59.28,59.0,60.552
samford,1.4153439153439153,106.0,76.32,107.0,75.6
chattanooga,1.239618197595141,69.0,66.504,80.0,64.53599999999999
mercer,1.24231724859422,67.0,63.744,76.0,61.175999999999995
citadel,1.5266469282013324,61.0,63.432,99.0,64.848
east-tennessee-state,1.161128974633798,76.0,63.48,78.0,67.17599999999999
western-carolina,1.2621654501216546,56.0,67.872,83.0,65.75999999999999
virginia-military-institute,1.2699176558656828,84.0,71.208,95.0,74.80799999999999
north-carolina-greensboro,1.3424620754463688,50.0,60.192,80.0,59.592
furman,1.2335526315789476,64.0,57.263999999999996,72.0,58.367999999999995
chattanooga,1.2442453651860148,54.0,64.128,80.0,64.29599999999999
samford,1.3059242871189776,64.0,71.06400000000001,85.0,65.088
virginia-military-institute,1.3272200772200773,72.0,74.592,99.0,74.592
east-tennessee-state,1.1629910406616129,72.0,72.84,81.0,69.648
north-carolina-greensboro,1.0981425702811245,58.0,66.216,70.0,63.744

morgan-state,
 Opponent, PointsPerPos Scored, OppPos Allowed, Opp Pos 
villanova,0.9811416921508664,100.0,77.592,77.0,78.48
saint-francis-pa,0.8919015340706385,80.0,68.80799999999999,60.0,67.272
depaul,0.8314855875831485,91.0,74.592,63.0,75.768
navy,1.0647359454855196,51.0,68.592,75.0,70.44
mount-st-marys,0.9692812406799881,68.0,80.136,78.0,80.472
george-mason,1.0303330036267722,82.0,72.288,75.0,72.792
virginia,0.673491379310345,83.0,69.048,45.0,66.81599999999999
binghamton,1.0795985060690942,68.0,65.904,74.0,68.544
towson,1.020971302428256,69.0,66.912,74.0,72.48
old-dominion,0.7531832651205094,76.0,71.01599999999999,53.0,70.368
cal-state-northridge,1.0243948923194206,94.0,79.416,86.0,83.952
maryland-eastern-shore,1.0007278020378458,53.0,63.57599999999999,66.0,65.952
savannah-state,1.0671180453341185,88.0,81.62400000000001,87.0,81.52799999999999
south-carolina-state,0.9089936905143836,72.0,69.6,68.0,74.80799999999999
howard,1.0320994526393914,86.0,88.152,89.0,86.232
north-carolina-at,0.8680555555555556,57.0,61.104000000000006,53.0,61.056
north-carolina-central,0.8703220191470846,92.0,75.96,64.0,73.53599999999999
bethune-cookman,0.9331975955012605,71.0,80.424,77.0,82.512
florida-am,0.9181969949916529,72.0,68.088,66.0,71.88
coppin-state,0.9308789595133207,73.0,74.952,71.0,76.272
south-carolina-state,1.1538461538461537,85.0,66.12,81.0,70.2
savannah-state,1.0380031262211802,88.0,73.032,85.0,81.88799999999999
