saint-francis-pa
Opponent,Location,gameid
nebraska,-1,3539
texas-tech,-1,3540
utah-state,-1,3541
utah,-1,3542
robert-morris,-1,3543
southeastern-louisiana,1,3544
illinois,-1,3545
california-baptist,-1,3546
southeast-missouri-state,1,3547
louisiana-tech,-1,3548
santa-clara,-1,3549
hawaii,-1,3550
grand-canyon,-1,3551
arkansas-pine-bluff,-1,3552
alabama-am,1,3553
alabama-state,1,3554
alcorn-state,-1,3555
southern,-1,3556
prairie-view,1,3557
texas-southern,1,3558
jackson-state,-1,3559
grambling,-1,3560
alabama-am,-1,3561
alabama-state,-1,3562
alcorn-state,1,3563
southern,1,3564
prairie-view,-1,3565
texas-southern,-1,3566
jackson-state,1,3567
grambling,1,3568
arkansas-pine-bluff,1,3569

nebraska
Opponent,Location,gameid
mississippi-valley-state,1,3570
southeastern-louisiana,1,3571
seton-hall,1,3572
missouri-state,0,3573
texas-tech,0,3574
western-illinois,1,3575
clemson,-1,3576
illinois,1,3577
minnesota,-1,3578
creighton,1,3579
oklahoma-state,0,3580
cal-state-fullerton,1,3581
maryland,-1,3582
iowa,-1,3583
penn-state,1,3584
indiana,-1,3585
michigan-state,1,3586
rutgers,-1,3587
ohio-state,1,3588
wisconsin,1,3589
illinois,-1,3590
maryland,1,3591
purdue,-1,3592
minnesota,1,3593
northwestern,1,3594
penn-state,-1,3595
purdue,1,3596
michigan,-1,3597
michigan-state,-1,3598
iowa,1,3599

boston-university
Opponent,Location,gameid
northeastern,-1,3600
vermont,1,3601
albany-ny,-1,3602
eastern-michigan,-1,3603
drexel,-1,3604
rutgers,-1,3605
new-hampshire,-1,3606
elon,-1,3607
massachusetts-lowell,1,3608
dartmouth,-1,3609
nicholls-state,1,3610
bethune-cookman,1,3611
american,-1,3612
bucknell,1,3613
army,1,3614
navy,-1,3615
loyola-md,-1,3616
colgate,1,3617
american,0,3618
lehigh,-1,3619
holy-cross,1,3620
colgate,-1,3621
lafayette,1,3622
bucknell,-1,3623
army,-1,3624
lehigh,1,3625
holy-cross,-1,3626
loyola-md,1,3627
lafayette,-1,3628
navy,1,3629

northeastern
Opponent,Location,gameid
boston-university,1,3630
harvard,-1,3631
alabama,0,3632
virginia-tech,0,3633
davidson,0,3634
davidson,-1,3635
bucknell,-1,3636
eastern-michigan,1,3637
syracuse,-1,3638
oakland,1,3639
vermont,-1,3640
st-bonaventure,1,3641
drexel,1,3642
delaware,1,3643
hofstra,-1,3644
elon,-1,3645
william-mary,-1,3646
college-of-charleston,1,3647
north-carolina-wilmington,1,3648
towson,-1,3649
james-madison,-1,3650
hofstra,1,3651
william-mary,1,3652
elon,1,3653
north-carolina-wilmington,-1,3654
college-of-charleston,-1,3655
james-madison,1,3656
towson,1,3657
delaware,-1,3658
drexel,-1,3659

southeast-missouri-state
Opponent,Location,gameid
saint-louis,-1,3660
bradley,-1,3661
jacksonville,0,3662
chattanooga,0,3663
south-alabama,-1,3664
western-illinois,1,3665
mississippi-valley-state,-1,3666
southern-illinois,1,3667
citadel,-1,3668
florida-state,-1,3669
abilene-christian,1,3670
southern-illinois-edwardsville,-1,3671
tennessee-martin,1,3672
austin-peay,1,3673
murray-state,1,3674
morehead-state,-1,3675
eastern-kentucky,-1,3676
southern-illinois-edwardsville,1,3677
eastern-illinois,1,3678
belmont,-1,3679
tennessee-state,-1,3680
tennessee-tech,1,3681
jacksonville-state,1,3682
tennessee-martin,-1,3683
eastern-illinois,-1,3684
austin-peay,-1,3685
murray-state,-1,3686
tennessee-state,1,3687
belmont,1,3688

saint-louis
Opponent,Location,gameid
southeast-missouri-state,1,3689
troy,1,3690
north-alabama,1,3691
seton-hall,-1,3692
pittsburgh,0,3693
central-arkansas,1,3694
butler,1,3695
southern-illinois,-1,3696
oregon-state,1,3697
houston,-1,3698
north-carolina-central,1,3699
florida-state,0,3700
appalachian-state,1,3701
rhode-island,1,3702
massachusetts,1,3703
la-salle,-1,3704
fordham,-1,3705
saint-josephs,1,3706
duquesne,-1,3707
davidson,1,3708
richmond,1,3709
rhode-island,-1,3710
dayton,1,3711
saint-josephs,-1,3712
george-washington,-1,3713
la-salle,1,3714
dayton,-1,3715
virginia-commonwealth,-1,3716
george-mason,1,3717
duquesne,1,3718
st-bonaventure,-1,3719

grand-canyon
Opponent,Location,gameid
south-dakota-state,-1,3720
delaware-state,1,3721
jacksonville,1,3722
arkansas-state,1,3723
seton-hall,0,3724
utah,0,3725
la-salle,0,3726
boise-state,1,3727
nevada,0,3728
texas,-1,3729
northern-iowa,-1,3730
mississippi-valley-state,1,3731
san-diego,-1,3732
utah-valley,1,3733
seattle,1,3734
new-mexico-state,-1,3735
texas-pan-american,-1,3736
chicago-state,1,3737
missouri-kansas-city,1,3738
california-baptist,-1,3739
cal-state-bakersfield,-1,3740
texas-pan-american,1,3741
new-mexico-state,1,3742
missouri-kansas-city,-1,3743
chicago-state,-1,3744
california-baptist,1,3745
cal-state-bakersfield,1,3746
utah-valley,-1,3747
seattle,-1,3748

south-dakota-state
Opponent,Location,gameid
grand-canyon,1,3749
alabama-state,1,3750
florida-gulf-coast,-1,3751
tulane,0,3752
texas-san-antonio,0,3753
colorado-state,0,3754
missouri-kansas-city,1,3755
northern-iowa,0,3756
memphis,-1,3757
southern,1,3758
savannah-state,1,3759
nevada,-1,3760
eastern-washington,-1,3761
montana,1,3762
western-illinois,-1,3763
ipfw,-1,3764
south-dakota,-1,3765
denver,1,3766
oral-roberts,1,3767
north-dakota,-1,3768
north-dakota-state,1,3769
nebraska-omaha,1,3770
oral-roberts,-1,3771
denver,-1,3772
north-dakota,1,3773
nebraska-omaha,-1,3774
north-dakota-state,-1,3775
ipfw,1,3776
south-dakota,1,3777
western-illinois,1,3778

pacific
Opponent,Location,gameid
southern-illinois-edwardsville,-1,3779
nevada,-1,3780
idaho-state,-1,3781
nevada-las-vegas,-1,3782
california-riverside,1,3783
abilene-christian,1,3784
elon,1,3785
fresno-state,-1,3786
air-force,1,3787
long-beach-state,1,3788
cal-state-northridge,-1,3789
boise-state,-1,3790
california-irvine,1,3791
brigham-young,1,3792
san-diego,-1,3793
gonzaga,-1,3794
portland,-1,3795
san-francisco,1,3796
santa-clara,1,3797
portland,1,3798
loyola-marymount,-1,3799
pepperdine,1,3800
saint-marys-ca,-1,3801
brigham-young,-1,3802
santa-clara,-1,3803
saint-marys-ca,1,3804
loyola-marymount,1,3805
gonzaga,1,3806
pepperdine,-1,3807

southern-illinois-edwardsville
Opponent,Location,gameid
pacific,1,3808
winthrop,1,3809
valparaiso,-1,3810
incarnate-word,1,3811
western-illinois,-1,3812
southern-illinois,1,3813
drake,-1,3814
washington-state,-1,3815
cal-state-northridge,0,3816
northern-colorado,0,3817
southeast-missouri-state,1,3818
eastern-illinois,-1,3819
tennessee-tech,-1,3820
jacksonville-state,-1,3821
austin-peay,1,3822
murray-state,1,3823
southeast-missouri-state,-1,3824
tennessee-martin,-1,3825
morehead-state,1,3826
eastern-kentucky,1,3827
austin-peay,-1,3828
murray-state,-1,3829
eastern-illinois,1,3830
tennessee-martin,1,3831
tennessee-state,-1,3832
belmont,-1,3833
tennessee-tech,1,3834
jacksonville-state,1,3835

eastern-illinois
Opponent,Location,gameid
texas,-1,3836
iupui,-1,3837
western-illinois,1,3838
gardner-webb,0,3839
arkansas-state,0,3840
north-carolina-wilmington,0,3841
ipfw,1,3842
chicago-state,-1,3843
western-illinois,-1,3844
bradley,-1,3845
iowa-state,-1,3846
north-alabama,1,3847
tennessee-martin,1,3848
southern-illinois-edwardsville,1,3849
jacksonville-state,-1,3850
tennessee-tech,-1,3851
murray-state,1,3852
austin-peay,1,3853
tennessee-martin,-1,3854
southeast-missouri-state,-1,3855
eastern-kentucky,1,3856
morehead-state,1,3857
murray-state,-1,3858
austin-peay,-1,3859
southern-illinois-edwardsville,-1,3860
southeast-missouri-state,1,3861
belmont,-1,3862
tennessee-state,-1,3863
jacksonville-state,1,3864
tennessee-tech,1,3865

texas
Opponent,Location,gameid
eastern-illinois,1,3866
arkansas,0,3867
louisiana-monroe,1,3868
citadel,1,3869
north-carolina,0,3870
michigan-state,0,3871
radford,1,3872
virginia-commonwealth,1,3873
purdue,1,3874
grand-canyon,1,3875
providence,1,3876
texas-arlington,1,3877
kansas-state,-1,3878
west-virginia,1,3879
oklahoma-state,-1,3880
texas-tech,1,3881
kansas,-1,3882
oklahoma,1,3883
texas-christian,-1,3884
georgia,-1,3885
kansas,1,3886
iowa-state,-1,3887
baylor,1,3888
west-virginia,-1,3889
kansas-state,1,3890
oklahoma-state,1,3891
oklahoma,-1,3892
baylor,-1,3893
iowa-state,1,3894
texas-tech,-1,3895
texas-christian,1,3896

alcorn-state
Opponent,Location,gameid
tulsa,-1,3897
vanderbilt,-1,3898
kent-state,-1,3899
liberty,-1,3900
savannah-state,0,3901
mississippi-state,-1,3902
alabama-birmingham,-1,3903
south-florida,-1,3904
texas-southern,1,3905
prairie-view,1,3906
jackson-state,-1,3907
grambling,-1,3908
mississippi-valley-state,1,3909
arkansas-pine-bluff,1,3910
alabama-state,-1,3911
alabama-am,-1,3912
southern,1,3913
jackson-state,1,3914
grambling,1,3915
mississippi-valley-state,-1,3916
arkansas-pine-bluff,-1,3917
alabama-state,1,3918
alabama-am,1,3919
southern,-1,3920
texas-southern,-1,3921
prairie-view,-1,3922

tulsa
Opponent,Location,gameid
alcorn-state,1,3923
south-carolina-state,1,3924
california-baptist,1,3925
arkansas-little-rock,1,3926
nevada,0,3927
southern-illinois,0,3928
texas-arlington,1,3929
utah,-1,3930
oklahoma-state,1,3931
kansas-state,1,3932
new-orleans,1,3933
dayton,0,3934
oral-roberts,-1,3935
houston,-1,3936
south-florida,1,3937
cincinnati,1,3938
southern-methodist,-1,3939
connecticut,1,3940
central-florida,-1,3941
cincinnati,-1,3942
houston,1,3943
memphis,1,3944
wichita-state,-1,3945
temple,1,3946
tulane,-1,3947
east-carolina,-1,3948
wichita-state,1,3949
temple,-1,3950
tulane,1,3951
east-carolina,1,3952
memphis,-1,3953

louisiana-tech
Opponent,Location,gameid
wichita-state,-1,3954
sam-houston-state,1,3955
louisiana-state,-1,3956
north-carolina-greensboro,0,3957
delaware,-1,3958
houston-baptist,1,3959
prairie-view,1,3960
stephen-f-austin,-1,3961
mississippi-valley-state,1,3962
louisiana-lafayette,-1,3963
texas-am-corpus-christi,1,3964
southern-mississippi,1,3965
north-texas,-1,3966
rice,-1,3967
alabama-birmingham,1,3968
middle-tennessee,1,3969
old-dominion,-1,3970
charlotte,-1,3971
marshall,1,3972
western-kentucky,1,3973
florida-atlantic,-1,3974
florida-international,-1,3975
southern-mississippi,-1,3976
texas-el-paso,1,3977
texas-san-antonio,1,3978

wichita-state
Opponent,Location,gameid
louisiana-tech,1,3979
providence,0,3980
davidson,0,3981
appalachian-state,0,3982
alabama,0,3983
rice,1,3984
baylor,1,3985
oklahoma,-1,3986
jacksonville-state,1,3987
southern-mississippi,0,3988
oral-roberts,1,3989
virginia-commonwealth,-1,3990
memphis,-1,3991
temple,1,3992
houston,-1,3993
central-florida,1,3994
cincinnati,1,3995
south-florida,-1,3996
connecticut,-1,3997
southern-methodist,1,3998
tulsa,1,3999
east-carolina,-1,4000
tulane,1,4001
cincinnati,-1,4002
tulsa,-1,4003
memphis,1,4004
connecticut,1,4005
southern-methodist,-1,4006
east-carolina,1,4007
tulane,-1,4008

coppin-state
Opponent,Location,gameid
wisconsin,-1,4009
dayton,-1,4010
navy,-1,4011
virginia,-1,4012
rider,-1,4013
wofford,-1,4014
charleston-southern,0,4015
james-madison,-1,4016
maryland-baltimore-county,1,4017
richmond,-1,4018
tennessee-state,1,4019
north-carolina-greensboro,-1,4020
louisiana-monroe,-1,4021
houston,-1,4022
notre-dame,-1,4023
savannah-state,1,4024
delaware-state,-1,4025
norfolk-state,1,4026
south-carolina-state,1,4027
north-carolina-central,-1,4028
north-carolina-at,-1,4029
florida-am,1,4030
bethune-cookman,1,4031
morgan-state,1,4032
savannah-state,-1,4033
south-carolina-state,-1,4034
maryland-eastern-shore,-1,4035
howard,1,4036
delaware-state,1,4037
norfolk-state,-1,4038
morgan-state,-1,4039

wisconsin
Opponent,Location,gameid
coppin-state,1,4040
xavier,-1,4041
houston-baptist,1,4042
stanford,0,4043
oklahoma,0,4044
virginia,0,4045
north-carolina-state,1,4046
iowa,-1,4047
rutgers,1,4048
marquette,-1,4049
savannah-state,1,4050
grambling,1,4051
western-kentucky,-1,4052
minnesota,1,4053
penn-state,-1,4054
purdue,1,4055
maryland,-1,4056
michigan,1,4057
illinois,-1,4058
northwestern,1,4059
nebraska,-1,4060
maryland,1,4061
minnesota,-1,4062
michigan,-1,4063
michigan-state,1,4064
illinois,1,4065
northwestern,-1,4066
indiana,-1,4067
penn-state,1,4068
iowa,1,4069
ohio-state,-1,4070

iupui
Opponent,Location,gameid
xavier,-1,4071
eastern-illinois,1,4072
boston-college,-1,4073
richmond,-1,4074
st-francis-ny,0,4075
grambling,0,4076
bradley,1,4077
ball-state,1,4078
western-illinois,1,4079
ipfw,-1,4080
morehead-state,-1,4081
northern-kentucky,-1,4082
wright-state,-1,4083
illinois-chicago,-1,4084
cleveland-state,1,4085
youngstown-state,1,4086
green-bay,-1,4087
milwaukee,-1,4088
oakland,1,4089
detroit-mercy,1,4090
northern-kentucky,1,4091
wright-state,1,4092
illinois-chicago,1,4093
youngstown-state,-1,4094
cleveland-state,-1,4095
milwaukee,1,4096
green-bay,1,4097
detroit-mercy,-1,4098
oakland,-1,4099

xavier
Opponent,Location,gameid
iupui,1,4100
evansville,1,4101
wisconsin,1,4102
auburn,0,4103
san-diego-state,0,4104
illinois,0,4105
miami-oh,1,4106
oakland,1,4107
ohio,1,4108
cincinnati,-1,4109
eastern-kentucky,1,4110
missouri,-1,4111
detroit-mercy,1,4112
depaul,-1,4113
seton-hall,1,4114
marquette,-1,4115
georgetown,1,4116
butler,1,4117
villanova,-1,4118
providence,1,4119
marquette,1,4120
georgetown,-1,4121
creighton,-1,4122
depaul,1,4123
creighton,1,4124
providence,-1,4125
seton-hall,-1,4126
villanova,1,4127
st-johns-ny,-1,4128
butler,-1,4129
st-johns-ny,1,4130

south-alabama
Opponent,Location,gameid
auburn,-1,4131
chattanooga,1,4132
jacksonville,1,4133
southeast-missouri-state,1,4134
texas-am,-1,4135
southern-mississippi,-1,4136
florida-am,1,4137
new-orleans,-1,4138
tulane,1,4139
alabama-am,1,4140
richmond,1,4141
appalachian-state,1,4142
coastal-carolina,1,4143
arkansas-state,-1,4144
arkansas-little-rock,-1,4145
georgia-state,1,4146
georgia-southern,1,4147
louisiana-lafayette,-1,4148
louisiana-monroe,-1,4149
troy,1,4150
arkansas-state,1,4151
arkansas-little-rock,1,4152
georgia-southern,-1,4153
georgia-state,-1,4154
troy,-1,4155
texas-arlington,1,4156
texas-state,1,4157
coastal-carolina,-1,4158
appalachian-state,-1,4159

auburn
Opponent,Location,gameid
south-alabama,1,4160
washington,1,4161
xavier,0,4162
duke,0,4163
arizona,0,4164
saint-peters,1,4165
north-carolina-asheville,1,4166
dayton,1,4167
alabama-birmingham,0,4168
north-carolina-state,-1,4169
murray-state,1,4170
north-florida,1,4171
mississippi,-1,4172
georgia,1,4173
texas-am,-1,4174
kentucky,1,4175
south-carolina,-1,4176
mississippi-state,-1,4177
missouri,1,4178
alabama,1,4179
florida,1,4180
louisiana-state,-1,4181
mississippi,1,4182
vanderbilt,-1,4183
arkansas,1,4184
kentucky,-1,4185
georgia,-1,4186
mississippi-state,1,4187
alabama,-1,4188
tennessee,1,4189

texas-southern
Opponent,Location,gameid
baylor,-1,4190
gonzaga,-1,4191
iowa-state,-1,4192
san-diego-state,-1,4193
evansville,-1,4194
oregon,-1,4195
arizona-state,-1,4196
georgia,-1,4197
tulane,-1,4198
lamar,-1,4199
texas-am,-1,4200
alcorn-state,-1,4201
southern,-1,4202
prairie-view,-1,4203
grambling,1,4204
jackson-state,1,4205
arkansas-pine-bluff,-1,4206
mississippi-valley-state,-1,4207
alabama-state,1,4208
alabama-am,1,4209
prairie-view,1,4210
grambling,-1,4211
jackson-state,-1,4212
arkansas-pine-bluff,1,4213
mississippi-valley-state,1,4214
alabama-state,-1,4215
alabama-am,-1,4216
alcorn-state,1,4217
southern,1,4218

baylor
Opponent,Location,gameid
texas-southern,1,4219
southern,1,4220
prairie-view,1,4221
nicholls-state,1,4222
mississippi,0,4223
george-mason,0,4224
south-dakota,1,4225
wichita-state,-1,4226
arizona,-1,4227
stephen-f-austin,1,4228
oregon,1,4229
new-orleans,1,4230
texas-christian,-1,4231
iowa-state,1,4232
kansas,1,4233
oklahoma-state,-1,4234
texas-tech,1,4235
west-virginia,-1,4236
alabama,1,4237
oklahoma,-1,4238
texas-christian,1,4239
texas,-1,4240
kansas-state,1,4241
oklahoma,1,4242
texas-tech,-1,4243
iowa-state,-1,4244
west-virginia,1,4245
texas,1,4246
kansas-state,-1,4247
oklahoma-state,1,4248
kansas,-1,4249

maine
Opponent,Location,gameid
denver,-1,4250
utah,-1,4251
san-francisco,-1,4252
north-carolina-state,-1,4253
north-texas,-1,4254
quinnipiac,-1,4255
princeton,1,4256
saint-peters,-1,4257
fordham,1,4258
dartmouth,-1,4259
duquesne,-1,4260
central-connecticut-state,1,4261
rutgers,-1,4262
brown,-1,4263
maryland-baltimore-county,-1,4264
vermont,1,4265
albany-ny,-1,4266
hartford,1,4267
stony-brook,1,4268
binghamton,-1,4269
massachusetts-lowell,-1,4270
new-hampshire,1,4271
vermont,-1,4272
maryland-baltimore-county,1,4273
hartford,-1,4274
albany-ny,1,4275
stony-brook,-1,4276
massachusetts-lowell,1,4277
binghamton,1,4278
new-hampshire,-1,4279

denver
Opponent,Location,gameid
maine,1,4280
kansas-state,-1,4281
abilene-christian,1,4282
seattle,-1,4283
longwood,0,4284
fairfield,0,4285
northern-colorado,1,4286
utah-valley,-1,4287
air-force,-1,4288
wyoming,-1,4289
california-irvine,-1,4290
montana-state,1,4291
gonzaga,-1,4292
nebraska-omaha,-1,4293
western-illinois,-1,4294
south-dakota,1,4295
north-dakota,1,4296
south-dakota-state,-1,4297
north-dakota-state,1,4298
oral-roberts,1,4299
ipfw,-1,4300
south-dakota-state,1,4301
oral-roberts,-1,4302
north-dakota-state,-1,4303
ipfw,1,4304
south-dakota,-1,4305
north-dakota,-1,4306
western-illinois,1,4307
nebraska-omaha,1,4308

florida
Opponent,Location,gameid
florida-state,-1,4309
charleston-southern,1,4310
la-salle,1,4311
oklahoma,0,4312
stanford,0,4313
butler,0,4314
north-florida,1,4315
west-virginia,0,4316
michigan-state,1,4317
mercer,1,4318
florida-gulf-coast,0,4319
butler,1,4320
south-carolina,1,4321
arkansas,-1,4322
tennessee,1,4323
mississippi-state,-1,4324
georgia,-1,4325
texas-am,1,4326
texas-christian,-1,4327
mississippi,1,4328
kentucky,1,4329
auburn,-1,4330
tennessee,-1,4331
vanderbilt,1,4332
alabama,-1,4333
louisiana-state,-1,4334
missouri,1,4335
vanderbilt,-1,4336
georgia,1,4337
louisiana-state,1,4338
kentucky,-1,4339

florida-state
Opponent,Location,gameid
florida,1,4340
tulane,-1,4341
canisius,1,4342
alabama-birmingham,0,4343
louisiana-state,0,4344
villanova,0,4345
purdue,1,4346
troy,1,4347
connecticut,0,4348
southeast-missouri-state,1,4349
north-florida,1,4350
saint-louis,0,4351
winthrop,1,4352
virginia,-1,4353
miami-fl,1,4354
duke,1,4355
pittsburgh,-1,4356
boston-college,-1,4357
clemson,1,4358
miami-fl,-1,4359
georgia-tech,1,4360
syracuse,-1,4361
louisville,1,4362
wake-forest,1,4363
georgia-tech,-1,4364
clemson,-1,4365
north-carolina,-1,4366
notre-dame,1,4367
north-carolina-state,1,4368
virginia-tech,1,4369
wake-forest,-1,4370

idaho-state
Opponent,Location,gameid
gonzaga,-1,4371
boise-state,-1,4372
pacific,1,4373
pepperdine,-1,4374
santa-clara,-1,4375
utah-valley,-1,4376
california-santa-barbara,-1,4377
idaho,-1,4378
eastern-washington,-1,4379
southern-utah,1,4380
northern-arizona,1,4381
sacramento-state,-1,4382
weber-state,-1,4383
northern-colorado,1,4384
montana,-1,4385
montana-state,-1,4386
sacramento-state,1,4387
portland-state,1,4388
northern-arizona,-1,4389
southern-utah,-1,4390
montana-state,1,4391
montana,1,4392
portland-state,-1,4393
northern-colorado,-1,4394
weber-state,1,4395
eastern-washington,1,4396
idaho,1,4397

gonzaga
Opponent,Location,gameid
idaho-state,1,4398
texas-southern,1,4399
texas-am,1,4400
illinois,0,4401
arizona,0,4402
duke,0,4403
north-dakota-state,1,4404
creighton,-1,4405
washington,1,4406
tennessee,0,4407
north-carolina,-1,4408
texas-arlington,1,4409
denver,1,4410
north-alabama,1,4411
cal-state-bakersfield,1,4412
santa-clara,1,4413
pacific,1,4414
san-francisco,-1,4415
loyola-marymount,1,4416
portland,-1,4417
santa-clara,-1,4418
brigham-young,-1,4419
san-diego,1,4420
san-francisco,1,4421
saint-marys-ca,1,4422
loyola-marymount,-1,4423
san-diego,-1,4424
pepperdine,1,4425
brigham-young,1,4426
pacific,-1,4427
saint-marys-ca,-1,4428

duke
Opponent,Location,gameid
kentucky,0,4429
army,1,4430
eastern-michigan,1,4431
san-diego-state,0,4432
auburn,0,4433
gonzaga,0,4434
indiana,1,4435
stetson,1,4436
hartford,1,4437
yale,1,4438
princeton,1,4439
texas-tech,0,4440
clemson,1,4441
wake-forest,-1,4442
florida-state,-1,4443
syracuse,1,4444
virginia,1,4445
pittsburgh,-1,4446
georgia-tech,1,4447
notre-dame,-1,4448
st-johns-ny,1,4449
boston-college,1,4450
virginia,-1,4451
louisville,-1,4452
north-carolina-state,1,4453
north-carolina,1,4454
syracuse,-1,4455
virginia-tech,-1,4456
miami-fl,1,4457
wake-forest,1,4458
north-carolina,-1,4459

kentucky
Opponent,Location,gameid
